tweet_asli,tweet_after_prepros,sentiment
pengen ngasih saran dah ke pssi itu tolong tc timnas lebih di lamain lagi tapi tetep ajaa kaga bisa kan liga eropa emang selalu mepetâ² gitu,pengin asih saran pssi tolong tc timnas lamain liga eropa,Netral
 ada lucu lucu nya nih pelatih jawaban terkonyol dari sekelas pelatih timnas.,lucu lucu iya latih konyol kelas latih timnas,Negatif
 gak bisa dan emg banyak dari mereka udah gak punya chance main di timnas sana. si ole bisa aja sih belum resmi &amp; disumpah ini wkkwkw dia pun kyknya no chance makanya pilih jadi wni,chance main timnas sih ole sih resmi amp sumpah wkkwkw kayak no chance pilih wni,Negatif
butuh au yang lucu lucu buat balikin mood grgr timnas kalah 0:4 coek,butuh au lucu lucu balikin mood gara-gara timnas kalah 04 coek,Negatif
  padahal pas lawan bahrain dia main bawa dampak buat permainan timnas,pas lawan bahrain main bawa dampak main timnas,Netral
  bener agak kasian juga hiburannya liat timnas kalah,kasihan hibur lihat timnas kalah,Netral
 jelas masih lah buat timnas sendiri gapapa kalah namanya juga permainan harus ada evaluasi dan juga bang kepin diks baru main harus beradaptasi lagi dengan team tetep semangat buat ,timnas gapapa kalah nama main evaluasi abang pin diks main adaptasi team semangat,Positif
  nah iya kak. ngga nyangka aja statement yang keluar malah belum baik dan masih sulit masuk squad timnas wkwk,iya kak sangka statement sulit masuk squad timnas wkwk,Negatif
 akibat timnas kurang punya rasa hormat terhadap pemimpin klasemen dibantai deh.. padahal rencananya mau dikasih 1 poin biar sama-sama ke pildun,akibat timnas hormat pimpin klasemen bantai deh rencana kasih 1 poin biar samasama pildun,Netral
 kenapa ini timnas aku gangikutin bola soalnya,timnas gangikutin bola,Netral
turunin ekspektasi timnas udah upgrade bgt dari beberapa tahun yg lalu,turunin ekspektasi timnas upgrade banget,Positif
  nah ntuh padahal bagus dia ini buat di sayap mainnya di clubnya juga bagus ehh di timnas jadi pajangan doang asw lah,ntuh bagus sayap main clubnya bagus eh timnas pajang doang asw,Negatif
pandangan awamku sebagai penonton layar kaca untuk kali ini bener2 gak habis pikir lagi sama sty arhan marselino nathan itu di klub nya aja minim menit bermain tapi tetap dipanggil timnas sudah saatnya kah ganti pelatih?,pandang awam tonton layar kaca kali benar habis pikir sty arhan marselino nathan klub iya minim menit main panggil timnas kah ganti latih,Negatif
pov: kita semua pas nonton timnas lawan jepang #timnasday https://t.co/cuvqzzkq4j,pov pas tonton timnas lawan jepang,Netral
 masih galau in timnas pls,galau timnas please,Negatif
ekspektasinya ternyata pada tinggi2 bgt yaa sama timnas inii,ekspektasinya tinggi2 banget iya timnas,Positif
kekalahan dari jepang buat peluang timnas indonesia lolos ke piala dunia semakin kecil ketua pssi erick thohir mengaku siap bertanggung jawab penuh atas kegagalan ini. andai timnas indonesia gagal lolos ke piala dunia erick thohir mengaku akan mengundurkan diri dari ketua pssi https://t.co/x8vjiae73b,kalah jepang peluang timnas indonesia lolos piala dunia ketua pssi erick thohir aku tanggung penuh gagal andai timnas indonesia gagal lolos piala dunia erick thohir aku undur ketua pssi,Negatif
 sudah saatnya arhan gak dipanggil dulu. pengganti? ada tim geypens main di tim senior emmen. bahkan dia mainnya lebih banyak dari beberapa pemain di timnas. emg lawan china kmrn ada andil dia tapi mau sampai kapan? sty jangan kepala batu kayak eth deh. liat skrg eth kayak gmn,arhan panggil ganti tim geypens main tim senior emmen main main timnas lawan china kemarin andil sty kepala batu kayak eth deh lihat eth kayak,Negatif
ettt dah ini timnas pemain bagus semua tapi kaga ada chemistrynya pak erik adain liburan bareng lah atau nongki bareng main udah pada kaya kerja doang semuanya lini depan juga udah bapuk bet bapuk #timnasindonesia,ettt timnas main bagus chemistrynya erik ada libur bareng nongki bareng main kayak kerja doang lini bapuk banget bapuk,Positif
 perlu berlatih lg timnas kita. bravoooo,latih timnas bravoooo,Netral
orang orang yg kaya gini bikin gua gedeg kontol cabut aja lu dari negara ini kalo ngerasa di rugiin -1 orang kaya lu ga bikin timnas dan negara rugi kalo mau menang lu main pes aja sono settingan beginner sdm rendah pengen menang doang cukup dukung timnas aja apa susahnya. https://t.co/2kxhnvibpc,orang orang kayak bikin gedek kontol pergi negara rugiin 1 orang kayak bikin timnas negara rugi menang main pes sono settingan beginner sdm rendah pengin menang doang dukung timnas susah,Negatif
 ekspektasi terlalu tinggi memang belum saat nya. nikmatin proses nya. terima kasih sudah memberi kebahagian bisa sampai di titik ini.. comeback stronger timnas ku ðÿ‡®ðÿ‡©ðÿ‡®ðÿ‡©,ekspektasi iya nikmat proses iya terima kasih kebahagian titik comeback stronger timnas ku,Positif
 nangis timnas kalah,menang timnas kalah,Negatif
   lah ya emang dia jd wni kan di tawarin buat bela timnas dikira dia ngurus sendiri apa jls tujuannya main bola,iya wni tawarin bela timnas urus jls tuju main bola,Netral
   tapi abis kalah lwn jepang itu pelatih timnas jerman langsung dipecat yah?,habis kalah lawan jepang latih timnas jerman langsung pecat iya,Negatif
ya allah barubjg sedih sedihin timnas,iya allah barubjg sedih sedihin timnas,Netral
  salah karna awkmu ga di celuk timnas zal,salah awkmu celuk timnas zal,Negatif
    ya sayangnya luis milla ini bermasalah orangnya waktu timnas dulu ditawarin perpanjang kontrak nga di respon di persib kabur pernah juga ngelatih klub lokal spanyol juga kabur. ya nanggung banget sih kalo nga sekalian nyari pelatih yg langganan pildun,iya sayang luis milla masalah orang timnas ditawarin panjang kontrak respon persib kabur ngelatih klub lokal spanyol kabur iya nanggung banget sih cari latih langgan pildun,Netral
harusnya kalian bersyukur sudah berada dijalan yang benar timnas kita semakin berkembang dari segala bentuk kemajuan kenapa yang dilihat kekurangan yang masih dalam proses tahapan? dimana nalarmu!,syukur jalan timnas kembang bentuk maju kurang proses tahap mana nalar,Positif
    doll kalo megang timnas jg bakal melakukan hal yg sama â€ï¸,doll pegang timnas,Negatif
mah timnas main bagus kurangin ekspektasi kalian kurangin cengil ke pemain biar tidak ada star syndrom agar fokus dan efektif dalam latian yang terakhir kalo kalah lawan saudi pecat sty,mah timnas main bagus kurang ekspektasi kurang cengil main biar star syndrom fokus efektif latih kalah lawan saudi pecat sty,Negatif
timnas tapi pemainnya asing semua..klo gitu jangan namain timnas dong kurang cocok. mending timas aja pas..timasing. done tuh,timnas main asing semuaklo nama timnas cocok timas pastimasing done tuh,Netral
timnas indonesia terpaksa menyerah di gbk jepang terlalu perkasa untuk dikalahkan . bahkan jika dilihat melalui match momentum (slide 3) indonesia hampir tertekan sepanjang pertandingan. comeback stronger indonesia https://t.co/wpsmpu7vqp,timnas indonesia paksa serah gbk jepang perkasa kalah match momentum slide 3 indonesia tekan tanding comeback stronger indonesia,Netral
  250k++ gasih ? mungkin hari ini kendala ada timnas main. semoga besok sama lusa lbh meledak lagi,250k sih kendala timnas main moga besok lusa ledak,Netral
 -belum di coba udah di coret seenggaknya kasi menit bermain lah coach gaperlu sampe 45 menit kadang kita para supporter jg pengen terbaik buat timnas pelatih juga tolonglah saran supporter tuh di denger se enggaknya ya kalo emg ga memungkinkan kita jadi tau gt loh.,coba coret enggak kasih menit main coach gaperlu 45 menit kadang supporter pengin baik timnas latih tolong saran supporter tuh dengar iya loh,Positif
 lucu ya ada yang benci timnas negaranya sendiri,lucu iya benci timnas negara,Netral
gak ada rasa kecewa sedikit pun dari pertandingan timnas tadi good job guys,kecewa tanding timnas good job teman,Positif
 ten hag ngangur pak kan bnyk belandanha tuh timnas kita biar ada chemistry,ten hag ngangur belandanha tuh timnas biar chemistry,Netral
udah paling bener pak erick tohir naturalisasi netizennya timnas aja... makan tuu ekspektasi,erick tohir naturalisasi netizennya timnas makan tuh ekspektasi,Netral
#styout pingen lihat pelatih eropa latih timnas..,pingen lihat latih eropa latih timnas,Positif
 yang tanya jawab di akunnya timnas udh ke jawab semua blm si? kok kayaknya cuma formalitas? ada yang tau?,akun timnas sih kayak formalitas,Negatif
giliran main bagus wasitnya yg ga bagus giliran wasitnya adil timnas yg mainnya ga bagus timnas bagus wasit adil tapi lawannya ganas bgt nih jepang,gilir main bagus wasit bagus gilir wasit adil timnas main bagus timnas bagus wasit adil lawan ganas banget jepang,Negatif
sty out sty out bro pikir yang ngebangun tim ini dari nol siapa? trus tiap kalah disuruh out gitu? lah ancur dong timnas kita trus yang ngebawa timnas sampai ke titik ini siapa? nikmati proses bro bukan protes! #styout,sty out sty out saudara laki pikir ngebangun tim nol kalah suruh out hancur timnas ngebawa timnas titik nikmat proses saudara laki protes,Negatif
nanti misal ada waktunya sty cabut dan et habis jabatan ketum pssi gimana nasib timnas dan para pemain naturalisasi ini?,sty pergi et habis jabat tum pssi nasib timnas main naturalisasi,Negatif
yahhh timnas ku kalah maning tetap semangat #timnasindonesia,iya timnas ku kalah maning semangat,Negatif
terakhir gue ngamuk2. eliano ya eliano stop banding2in dia sama abangnya. abang sama keluarganya aja percaya dan ngedukung dgn bangga pilihan eli buat gabung ke timnas. they re not the same. they have their own personalities skills and lives. salam pesugihanï¸,ngamuk2 eliano iya eliano stop banding2in abang abang keluarga percaya dukung bangga pilih eli gabung timnas they reply not the same they have their own personalities skills and lives salam sugih,Positif
  timnas kita ga punya pemain defense midfield bang duet thom haye sama nathan juga ga jalan mangkanya keteteran bgt itu lini tengah di babak kedua,timnas main defense midfield abang duet thom haye nathan jalan mangkanya keteter banget lini babak,Netral
 ini pemain jepang masih ada di lapangan buat latihan even pas timnas lgi sapa2 supporter &amp; parade. iya pas mainnya udahan dan mereka udh menang. kebayang ga lu sekeras apa mereka latihan,main jepang lapang latih even pas timnas sapa supporter amp parade iya pas main udahan menang bayang keras latih,Positif
baru kali ini gw bener-bener mempertanyakan keputusan sty secara ga langsung eliano dianggap tidak lebih baik daripada beberapa pemain timnas yang bahkan di clubnya ga dapet menit bermain â€â€â€,kali benerbener putus sty langsung eliano anggap main timnas clubnya menit main,Positif
keren semoga nanti sering sering ya. timnas lagi berproses semoga bisa lebih baik lagi ya aamiin. selamat istirahat sekarang gngd ya #nielbalesniel,keren moga iya timnas proses moga iya amin selamat istirahat gngd iya,Positif
 aku blm nonton timnas langsung sih,tonton timnas langsung sih,Netral
alasan eliano reijnders tidak masuk skuad! ðÿ‡®ðÿ‡©ï¸ coach sty ï¸ soal eliano reijnders tidak dapat masuk ke skuad karena menurut saya belum baik. masih susah untuknya masuk skuad timnas. terus knp di naturalisasi â‰ï¸ https://t.co/rk3ebdlpoh,alas eliano reijnders masuk skuad coach sty eliano reijnders masuk skuad susah untuk masuk skuad timnas naturalisasi,Negatif
 sedih nyesel masuk timnas,sedih sesal masuk timnas,Negatif
 kenapa gw malah kasian liat ole daripada timnas di bantai 4-0 ya?,kasihan lihat ole timnas bantai 40 iya,Netral
 bukan salah sty.emang jujur fisik dan stamina pemain timnas blm bs menyamai fisik pemain jepang.liat jepang bisa compact gitu mainnya 90 menit dan bola msh dikejar serta akurasi umpan tdk menurun.cari striker jempolan udh banyak numpuk bek,salah styemang jujur fisik stamina main timnas sama fisik main jepangliat jepang compact main 90 menit bola kejar akurasi umpan menuruncari striker jempol tumpuk bek,Negatif
 see you timnas in 2025. nggak nyangka bgt timnas di tahun 2024 berkembang pesat sejauh ini,sih you timnas 2025 sangka banget timnas 2024 kembang pesat,Positif
kalah kelas mungkin 4 5 tahun lagi kita sama kelas terimakasih player timnas indonesia kalian keren,kalah kelas 4 5 kelas terimakasih player timnas indonesia keren,Negatif
 sty mang batu. yakin gua dia memang ga disukai sty entah ada masalah apa. sty out please. asli ga suka ada anak emas di timnas. marceng/arhan lebih bagus dari eliano??? kocak mang pelatih medioker,sty batu suka sty sty out please asli suka anak emas timnas marcengarhan bagus eliano kocak latih medioker,Negatif
  lht timnas kita kbanyakan masih usia muda. optimis di kualifikasi pildun 2030 mereka sdh matang dan lebih baik sih jadi kita lebih bsa bersaing. untuk sekarang anggap saja lgi mempersiapkan mereka minimal kita bsa lht persaingan mereka di piala asia 2027.,lihat timnas kbanyakan usia muda optimis kualifikasi pildun 2030 matang sih saing anggap minimal lihat saing piala asia 2027,Positif
jangan berharap banyak #timnas,harap,Netral
update ranking fifa timnas indonesia setelah kalah 0-4 dari jepang disalip malaysia! https://t.co/7zam8ffd4u lewat .co.id,update ranking fifa timnas indonesia kalah 04 jepang salip malaysia coid,Negatif
emang akarnya dari bahrain &amp; wasit yg saat itu bertugas. bahrain lu harus tau ini bakal diinget supporter timnas se indonesia,akar bahrain amp wasit tugas bahrain diinget supporter timnas indonesia,Negatif
setiap gw nonton timnas kalah mulu awokawok,tonton timnas kalah melulu awokawok,Negatif
keren emang timnas gw,keren timnas,Netral
kenapa acc buat diproses naturalisasi yg super duper mega secepet kilat itu kalo dinilai belum baik buat main di timnas?,accord proses naturalisasi super duper mega secepet kilat nilai main timnas,Positif
  y kalopun mau mempertahankan sty minimal sampai aff bulan depan selesai kl aff masih gagal udh saatny timnas dipegang orng eropa lagi,iya kalo tahan sty minimal aff selesai aff gagal saatny timnas pegang orang eropa,Negatif
dari perubahan-perubahan di top level sepak bola itu mereka lalu antisipasi mau dibangun seperti apa timnas mereka? gila kan? jadi mereka hitung dulu arah perubahannya lalu mereka siapkan tim mereka sesuai dengan kebutuhan sepak bola di masa depan.,perubahanperubahan top level sepak bola antisipasi bangun timnas gila hitung arah ubah siap tim sesuai butuh sepak bola,Netral
kenapa sih setiap pertandingan timnas selalu kepikiran dan ga bisa tidur anj #timnasday,sih tanding timnas pikir tidur anjing,Netral
jangan nanya apapun lagi gk mood soalnya hari ini gk berhasil secure tiket svt rh ditambah timnas kalah lawan jepun,apa mood hasil secure tiket svt rh tambah timnas kalah lawan jepun,Positif
 apalah kata nya sarkas bangett malu ma timnas sendiri bang?,apa iya sarkas banget malu timnas abang,Netral
tapi kenapa di naturalisasi ya? tujuan kita naturalisasi kan karena kita butuh skill mereka yang kita anggap bisa membatu timnas?????,naturalisasi iya tuju naturalisasi butuh skill anggap batu timnas,Negatif
 tampil dengan gagah pahlawan timnas,tampil gagah pahlawan timnas,Netral
plis balesin dendam timnas malem ini,plis balas dendam timnas malam,Negatif
ntar si ole taunya bukan pilihan dia juga bilangnya sulit masuk timnas serah lu sono jadiin aja arhan striker sekalian biar bisa lu manfatiin tuh lempar lembing yg sangat amat dibutuhkan itu,entar sih ole tau pilih bilang sulit masuk timnas serah sono jadi arhan striker biar manfatiin tuh lempar lembing butuh,Negatif
